Abstraction	Cohesion	Complexity	Composition	Coupling	Design Size	Effectiveness	Encapsulation	Extendibility	Flexibility	Functionality	Hierarchies	Inheritance	Messaging	Polymorphism	Reusability	Standard Cohesion	Standard Complexity	Standard Coupling	TQI	Understandability
10	26	12	13	18	13	36	21	22	27	21	16	18	11	20	16	13	28	13	28	19
0	2	2	4	5	6	3	0	3	0	3	6	1	2	2	0	1	3	2	0	4
8	23	18	13	17	11	37	26	17	34	23	10	15	17	20	21	17	26	19	27	17
6	8	5	8	8	9	15	7	9	11	6	6	8	5	7	6	4	8	2	7	7
0	4	1	1	1	2	3	1	3	3	4	4	2	0	2	1	1	3	2	2	1
0	1	2	4	4	5	4	3	0	4	4	4	0	2	1	1	2	2	2	1	5
19	37	20	19	30	28	60	48	33	50	29	20	29	19	35	21	19	38	29	41	27
16	32	23	25	36	24	55	38	26	46	29	26	24	23	31	21	20	38	27	37	22
2	16	16	15	18	5	35	29	9	31	21	2	12	16	14	21	15	22	12	29	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	30	26	26	29	23	50	30	20	39	33	14	19	27	24	21	25	40	31	29	21
11	19	22	22	23	17	43	31	20	38	26	16	13	24	22	22	20	26	23	36	24
13	18	21	15	27	18	46	34	18	38	26	18	21	21	18	21	21	32	22	32	17
15	33	26	27	31	23	53	41	23	40	34	20	23	26	29	25	22	38	28	32	22
16	31	16	20	31	24	42	29	23	33	24	24	21	16	26	20	14	36	19	24	19
21	40	20	25	39	37	60	45	34	55	37	38	28	24	41	28	24	46	27	38	22
13	43	21	19	23	22	54	35	28	42	33	14	26	22	40	30	18	44	22	36	15
4	19	10	8	12	7	33	23	19	29	17	4	16	10	17	15	7	22	13	19	13
12	19	9	12	15	19	33	20	18	25	16	12	17	9	20	11	6	22	16	21	15
0	9	1	5	6	8	14	8	7	12	9	2	8	2	7	6	2	9	4	10	10
20	37	25	27	39	29	51	37	25	36	29	32	26	25	33	20	23	39	30	25	18
13	36	23	15	26	23	54	44	27	47	32	6	22	24	39	25	23	38	21	37	19
17	35	26	16	26	21	51	37	29	41	31	18	29	25	32	27	22	38	22	34	29
9	22	9	9	15	12	32	20	18	29	17	14	19	9	22	15	10	26	16	23	11
22	34	22	14	26	30	60	39	35	44	30	28	34	22	36	24	21	38	31	36	29
8	14	3	6	8	11	21	7	15	16	8	4	16	3	12	7	3	12	6	11	12
17	35	20	23	33	25	53	39	29	46	30	24	29	19	35	25	20	42	29	39	26
9	13	6	4	16	13	14	16	9	11	8	14	9	6	8	6	6	16	15	6	8
9	11	8	9	12	15	27	22	11	25	12	14	11	9	12	9	9	13	10	16	18
25	47	26	21	33	33	65	48	39	55	39	30	35	28	47	30	22	62	32	37	22
14	34	26	20	32	26	52	38	24	44	32	18	20	25	37	24	20	44	39	30	16
7	10	5	4	9	7	17	6	10	11	7	10	11	5	8	6	4	12	9	10	5
9	14	7	11	13	13	19	14	11	15	11	16	10	8	9	8	6	16	7	11	10
18	31	24	16	24	20	48	40	30	37	30	18	22	24	30	25	21	33	21	35	20
22	29	16	9	17	29	53	41	34	46	24	30	23	19	36	23	15	38	21	33	23
19	36	23	15	24	25	56	40	31	44	33	26	34	23	30	28	19	46	28	37	25
19	33	30	22	35	30	56	48	32	40	39	22	27	34	38	31	23	47	36	35	24
20	35	35	27	38	25	56	41	29	47	37	34	25	32	34	28	27	43	37	33	22
20	43	21	14	26	31	55	37	35	44	33	28	32	22	35	27	19	39	28	32	26
18	27	16	11	22	26	28	26	25	16	23	26	19	16	24	16	16	32	21	21	21
22	31	17	13	26	30	47	40	32	39	23	18	30	17	30	22	13	32	24	27	23
14	28	19	13	24	21	35	35	15	33	27	18	20	18	24	19	17	32	22	24	28
13	25	16	18	21	20	39	21	18	29	22	24	18	17	23	18	13	27	18	21	11
17	40	19	24	28	25	55	44	30	44	31	26	31	20	34	25	16	45	24	33	22
19	35	29	19	31	27	43	41	25	36	30	18	26	26	23	25	26	40	27	30	25
28	29	28	22	31	34	53	39	36	39	31	44	31	25	35	21	26	40	31	30	35
5	30	34	26	40	13	52	33	22	41	47	6	23	37	24	37	25	44	40	47	18
0	1	1	2	2	2	2	1	2	2	1	2	2	1	1	1	1	1	1	2	3
17	30	26	20	31	23	57	42	29	46	30	22	26	26	28	22	23	38	22	40	30
16	27	21	23	28	25	54	45	25	48	26	22	24	20	30	23	18	39	28	37	18
21	29	12	16	16	28	41	33	26	28	18	24	25	11	25	13	9	31	21	22	24
6	32	23	18	30	19	40	31	20	29	32	8	23	21	27	23	20	40	31	27	16
16	37	27	24	30	22	57	45	24	47	34	14	23	27	24	30	23	34	29	41	37
7	28	21	11	15	10	47	40	23	39	27	4	14	20	25	22	20	28	20	41	21
26	44	17	11	28	34	43	44	35	33	25	34	31	19	27	21	14	40	28	28	31
21	32	23	19	21	30	54	43	33	48	29	28	29	23	34	24	17	36	24	36	33
25	44	29	18	35	35	57	49	35	44	41	36	34	31	37	33	23	47	33	37	33
18	34	27	22	29	25	49	36	26	38	31	16	26	25	34	25	22	36	28	31	24
0	2	2	4	4	2	5	4	2	5	3	0	1	2	2	3	2	3	0	5	3
17	34	10	8	16	23	39	26	29	34	19	22	25	11	27	15	9	33	16	30	21
13	34	31	18	31	25	53	48	24	46	42	18	19	33	35	34	28	44	33	42	30
16	28	15	12	27	24	40	30	23	28	18	16	19	14	25	17	12	31	18	20	23
24	38	17	14	24	30	45	35	35	31	29	26	34	18	29	23	14	45	37	26	24
14	26	22	16	27	16	52	41	20	36	31	18	20	26	22	24	19	36	24	37	25
12	37	31	19	32	23	56	45	25	43	39	10	27	30	37	31	20	42	40	41	26
13	33	26	17	32	19	48	32	23	35	35	12	24	23	26	26	20	42	32	29	18
21	21	9	7	17	23	30	19	22	23	11	30	25	9	18	8	9	22	16	14	18
21	56	44	26	39	30	73	71	47	61	55	20	31	45	53	46	41	65	36	63	36
14	26	18	11	27	22	42	35	19	30	21	18	20	16	28	15	17	33	26	25	15
19	48	27	22	37	32	49	54	35	38	40	22	30	26	43	35	25	52	42	40	32
13	30	17	11	18	17	36	26	24	23	26	10	22	18	24	20	15	29	17	25	16
5	20	13	17	20	13	29	20	12	25	22	6	11	13	15	18	13	20	14	20	14
11	26	14	8	19	17	41	32	24	30	23	10	20	13	21	18	12	30	20	29	17
26	33	17	13	24	34	51	28	33	43	25	42	33	16	34	19	11	37	21	27	33
10	18	7	6	15	15	29	30	16	21	13	12	13	8	16	10	6	22	12	20	21
13	24	12	15	20	20	36	23	18	31	21	12	18	13	23	16	8	26	25	21	16
18	45	34	26	44	28	58	47	23	48	41	24	29	34	36	31	30	45	33	38	26
17	41	30	21	39	26	59	47	33	35	36	20	29	30	36	27	20	50	45	32	23
20	25	11	15	20	26	44	27	28	33	17	30	27	11	31	12	13	26	16	21	16
14	27	16	21	21	22	36	29	18	33	22	20	20	17	20	17	15	27	16	20	22
14	30	14	12	28	18	53	44	31	45	25	24	28	14	30	20	15	35	27	39	26
9	15	14	13	17	14	30	19	11	23	15	12	11	13	15	11	12	20	16	16	15
9	35	27	17	23	15	53	33	26	41	37	6	28	27	30	33	21	38	32	39	19
8	16	3	5	10	11	17	10	9	12	5	8	9	3	8	5	3	13	7	8	11
10	26	23	19	32	18	44	34	22	29	29	6	14	21	24	24	21	30	31	29	24
17	35	24	16	28	26	51	39	26	39	36	18	20	26	31	27	21	34	30	38	26
20	39	23	17	30	29	64	58	35	50	34	28	35	23	37	28	19	42	33	43	37
23	47	20	9	23	31	46	44	35	33	38	32	33	22	38	33	17	46	35	38	31
10	16	10	5	13	16	22	17	14	18	12	6	13	10	13	12	8	16	11	18	22
12	24	17	13	23	20	22	22	20	18	20	12	17	17	19	20	18	28	20	21	16
9	27	13	8	17	15	38	25	18	30	21	14	20	12	20	16	13	28	10	25	18
4	18	9	10	13	8	26	14	13	24	17	4	11	7	16	12	6	17	15	17	12
2	8	8	8	10	3	19	10	8	14	12	0	8	8	8	9	8	11	6	13	8
14	36	24	18	32	23	49	37	26	37	33	14	26	22	31	26	19	43	35	34	18
15	37	26	14	30	26	45	36	22	27	30	22	22	27	29	26	22	41	25	31	14
1	5	2	3	3	2	4	1	3	4	5	2	2	1	4	3	1	5	3	3	0
7	15	6	5	10	9	20	12	13	19	10	10	12	5	14	9	5	15	8	11	8
8	21	16	14	21	9	37	26	21	27	27	6	20	16	17	19	15	30	16	30	17
27	38	19	20	30	31	62	39	33	51	25	38	34	15	37	16	16	40	21	31	28
33	38	30	24	43	41	65	54	47	50	38	40	46	29	44	31	25	48	35	37	40
27	41	28	21	36	36	57	47	37	43	38	40	35	29	45	29	25	47	38	31	25
10	25	25	19	27	16	39	24	21	26	31	8	20	23	21	24	19	32	25	26	17
15	34	12	17	18	22	43	28	30	35	20	18	27	10	27	18	12	34	14	29	24
16	32	23	15	22	23	54	36	29	43	31	18	31	21	34	27	18	38	31	38	24
10	27	13	11	23	16	40	27	21	28	23	10	21	13	27	16	11	32	18	23	10
15	29	21	14	21	19	54	40	32	38	30	12	25	21	30	26	17	37	24	36	20
12	20	12	16	18	17	38	19	22	27	19	12	19	12	16	16	11	27	17	23	10
4	6	4	3	3	5	12	7	6	11	6	2	6	4	6	5	3	7	3	6	5
5	7	4	6	8	9	12	5	6	10	5	10	6	4	5	4	4	6	3	4	3
5	30	21	14	14	10	47	43	24	46	32	6	6	23	28	26	20	27	20	44	18
6	8	11	10	11	9	24	15	9	21	13	4	11	11	9	10	9	17	14	15	15
14	27	10	19	21	24	42	21	21	38	16	16	25	10	33	10	9	26	20	19	15
11	14	6	9	10	15	32	17	15	30	10	10	15	7	16	7	5	14	19	18	15
10	18	9	14	14	15	27	8	13	23	12	18	13	10	18	9	11	16	12	15	3
5	12	5	9	9	10	18	13	8	16	7	6	8	5	11	7	4	13	9	10	5
17	40	21	26	29	25	54	36	26	45	26	22	21	21	30	22	21	42	29	32	27
1	4	3	3	3	2	10	9	2	10	5	0	2	4	3	5	4	6	3	10	6
10	12	6	7	7	13	18	9	13	15	7	12	11	6	13	7	6	9	8	8	7
3	14	11	15	17	7	17	13	5	14	13	4	6	13	9	11	13	17	11	9	3
10	12	7	10	11	15	21	13	14	17	12	18	13	9	16	8	4	17	13	10	11
10	18	11	8	12	13	31	21	17	22	19	8	16	11	13	16	11	20	11	19	17
4	10	7	5	8	6	11	11	8	10	12	6	8	7	10	10	7	12	7	9	4
8	20	10	7	7	10	37	26	17	36	13	6	13	10	21	13	11	20	9	30	17
13	34	19	17	23	18	47	31	23	44	27	10	19	18	27	23	16	31	26	29	23
1	2	0	3	3	4	5	4	1	4	0	2	1	0	2	0	0	1	1	1	2
12	18	14	14	17	17	34	20	18	32	20	10	14	14	17	16	14	20	18	28	23
16	18	6	6	7	16	27	18	22	26	11	26	20	7	21	10	5	18	10	23	16
3	16	14	12	13	4	32	27	10	29	17	4	9	13	13	14	13	18	20	25	15
4	18	17	17	15	12	30	27	12	30	17	8	7	15	14	16	13	18	18	23	25
18	22	24	16	20	22	38	29	23	27	24	18	17	23	12	22	19	22	22	23	24
9	18	11	14	16	12	31	17	14	27	16	16	12	11	19	15	11	24	14	21	9
10	11	4	6	7	13	25	14	14	20	6	14	10	4	10	6	4	11	6	16	14
6	10	6	8	10	8	19	14	7	15	8	12	7	6	10	7	6	12	7	9	5
6	3	1	0	0	6	7	2	6	6	2	2	5	1	5	2	1	4	1	3	5
3	2	0	3	3	6	5	3	6	4	3	2	6	0	4	1	1	2	1	3	3
12	14	10	12	14	17	30	23	19	22	12	14	20	12	14	10	9	15	15	17	15
19	17	7	9	10	22	33	14	20	28	8	38	16	7	19	7	7	11	9	10	12
2	3	2	0	0	2	5	3	2	3	2	4	0	2	0	2	2	2	0	3	5
4	5	2	5	5	8	9	6	4	8	2	8	3	2	5	2	3	4	3	4	6
13	31	24	22	23	19	56	40	24	49	28	8	16	23	31	26	22	34	26	48	22
2	3	1	2	2	3	2	2	2	2	1	4	1	1	1	1	1	2	1	1	2
6	11	4	4	4	7	13	7	11	9	10	12	9	6	4	10	5	5	5	15	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	11	5	3	10	17	31	25	19	23	8	12	15	5	13	4	3	10	14	22	22
5	21	17	16	17	9	48	33	14	45	22	4	10	18	17	18	15	25	24	37	24
4	5	8	7	7	4	17	11	6	14	9	6	5	8	3	9	7	8	5	13	10
2	5	1	2	2	3	5	3	2	5	4	2	2	1	4	2	2	1	2	5	4
16	21	3	8	9	23	28	17	20	23	6	26	20	3	24	6	7	20	4	7	14
10	20	14	13	14	15	36	25	16	30	20	12	19	15	19	16	11	19	19	26	21
19	18	6	11	13	25	33	14	23	29	8	26	20	6	21	8	6	17	7	13	21
16	16	11	10	18	18	33	23	22	19	14	20	22	12	13	11	8	18	15	16	19
8	13	12	8	10	9	17	17	10	12	13	10	12	12	8	13	10	16	11	13	11
6	29	16	11	13	9	33	21	25	29	23	6	13	16	22	21	15	22	16	26	11
11	23	14	8	20	17	46	34	25	30	19	12	20	14	25	17	10	24	21	30	21
9	4	0	2	2	11	9	4	11	4	1	16	6	0	4	0	1	3	1	4	8
6	1	0	7	7	13	6	2	6	1	0	12	4	0	0	0	0	1	0	1	13
9	16	15	12	16	12	31	23	15	22	17	10	16	15	17	15	13	22	19	18	15
9	18	7	11	11	14	23	15	14	20	9	18	12	6	13	7	5	16	13	9	11
10	24	20	20	21	14	40	23	23	36	26	14	17	20	18	24	20	33	22	28	9
22	45	30	34	39	29	66	37	28	53	39	28	33	32	41	31	22	51	40	35	23
9	13	7	8	9	14	29	23	13	26	13	16	10	8	14	10	6	16	17	14	14
7	12	8	4	5	10	29	21	15	26	10	2	7	9	12	9	7	12	5	25	12
1	1	3	3	3	1	4	0	1	2	3	2	1	3	0	2	3	3	2	2	1
4	6	4	3	3	6	16	12	6	15	9	4	5	8	6	9	4	7	4	16	12
12	17	11	16	19	19	32	26	18	26	14	8	18	11	19	13	10	25	19	15	16
11	25	14	19	21	24	48	38	18	36	18	16	16	14	19	17	15	30	13	25	23
17	17	8	12	16	21	27	13	17	20	8	34	14	8	18	6	8	11	5	7	14
13	18	8	12	15	18	32	18	15	29	19	22	14	13	17	11	11	20	14	17	10
29	38	15	13	20	34	53	23	32	47	22	48	32	17	38	19	13	35	24	30	20
2	4	0	3	3	5	5	3	3	7	2	0	3	1	4	2	0	3	2	3	4
2	0	0	0	0	2	2	0	2	0	0	0	2	0	0	0	0	0	0	0	2
15	29	19	19	22	20	44	31	25	38	23	14	27	19	28	21	13	26	24	30	23
5	3	0	3	3	8	2	0	5	2	0	10	2	0	2	0	0	3	0	1	7
4	7	5	8	8	10	18	13	11	16	7	0	11	5	8	8	5	8	4	11	14
1	3	2	2	2	2	4	3	2	3	3	2	2	2	1	3	2	3	2	3	3
6	14	6	10	9	13	18	12	10	15	8	10	8	7	13	7	9	14	4	7	13
5	20	12	8	8	8	27	22	8	23	13	10	4	12	5	22	9	15	19	17	23
11	25	9	14	15	19	33	18	19	30	14	8	17	10	22	12	9	22	15	16	9
7	13	7	7	7	10	20	14	13	17	9	12	11	7	13	8	6	9	4	15	9
3	16	13	10	11	3	32	30	15	31	14	0	6	13	16	13	12	18	15	31	19
10	28	17	19	23	16	45	22	19	36	27	20	16	17	21	20	14	26	20	29	8
9	21	30	24	26	15	50	39	18	45	37	18	1	31	24	23	25	33	28	39	25
13	30	24	24	30	18	52	33	22	42	29	18	20	23	28	24	18	33	32	34	16
16	26	13	17	21	23	47	29	22	41	19	14	24	12	27	16	11	27	18	30	20
9	33	17	12	14	13	51	40	26	51	27	12	13	17	31	21	17	31	18	45	21
5	9	3	5	5	8	11	6	9	9	5	10	4	3	9	5	3	11	2	5	0
7	7	2	4	4	9	16	8	10	13	5	12	9	2	9	4	1	9	2	7	5
14	15	3	11	11	22	37	19	19	28	6	20	15	3	15	5	4	12	5	14	22
7	9	4	3	5	11	8	12	12	7	8	12	9	5	10	7	4	12	7	8	11
1	1	0	1	1	2	3	0	2	2	1	0	1	0	1	1	0	1	1	2	0
3	4	0	4	5	7	6	0	5	4	2	2	5	0	5	2	0	4	1	2	4
2	1	0	3	3	5	5	0	2	4	0	4	1	0	1	0	0	0	0	0	4
12	3	1	7	8	18	13	7	10	10	4	10	10	3	6	3	1	5	4	7	19
9	15	17	12	13	9	30	19	14	24	18	10	11	16	16	15	13	24	12	17	8
15	31	20	22	23	22	46	29	26	34	28	22	21	19	24	26	20	36	20	29	23
14	22	7	10	12	17	34	15	21	31	17	14	22	10	23	12	6	21	17	24	17
14	16	5	7	9	18	22	11	15	18	7	26	12	6	13	7	4	11	9	14	12
10	25	14	16	20	15	35	32	17	32	21	10	17	15	16	18	13	24	16	25	23
7	21	18	16	18	11	43	32	14	38	25	6	14	18	20	22	15	24	17	37	24
7	20	13	10	10	9	38	22	18	33	21	4	19	14	19	21	13	21	10	35	14
19	41	39	37	39	26	68	44	26	56	39	26	23	37	33	32	33	50	31	32	26
7	16	17	17	19	10	31	23	9	26	21	8	11	17	12	16	14	21	9	20	14
17	14	7	6	11	20	27	14	17	6	8	34	17	7	18	5	8	12	10	5	8
20	40	24	27	30	32	73	40	27	55	31	36	25	24	30	23	26	41	32	38	29
25	44	27	35	37	36	73	44	35	66	32	42	32	28	43	25	22	44	27	29	33
13	20	20	16	20	16	41	36	24	29	26	14	24	20	14	22	19	29	22	26	28
18	33	23	25	28	24	53	40	25	46	30	22	17	26	24	27	19	39	26	38	32
15	41	24	20	28	25	63	52	32	47	32	16	21	28	35	30	20	40	29	48	30
9	12	7	7	10	9	19	7	13	14	11	8	14	7	11	9	7	11	10	11	5
5	5	3	4	4	7	12	7	5	8	3	8	5	3	3	3	3	7	4	5	7
12	25	14	15	17	18	47	25	21	37	23	14	20	15	23	18	11	30	20	31	26
0	10	10	7	7	3	20	20	7	20	10	0	1	10	9	10	8	10	7	20	11
0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	1	0
12	19	17	15	18	15	45	23	21	39	25	16	20	18	23	22	15	27	20	29	17
19	27	10	14	21	23	39	14	26	11	15	38	26	10	27	14	14	20	8	15	15
13	23	15	16	17	19	34	25	19	28	20	16	20	15	25	16	13	24	22	25	19
0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1
12	20	18	14	18	15	44	27	20	38	24	6	19	19	21	21	17	25	21	27	21
9	26	16	16	17	13	45	28	22	39	29	6	23	18	27	23	13	34	23	33	14
0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0
16	21	19	20	21	22	59	37	24	48	22	20	23	19	24	19	13	27	28	36	30
14	21	14	14	17	17	39	23	22	33	20	24	21	14	21	19	11	26	19	25	19
6	6	2	3	3	7	9	0	6	7	2	12	6	2	7	1	1	5	2	2	2
6	13	13	12	13	9	18	14	8	12	16	8	6	13	8	14	9	18	11	14	6
6	23	10	13	23	9	28	14	10	22	18	10	5	10	18	14	7	21	19	16	4
19	28	11	14	18	25	44	29	20	36	14	24	20	10	20	13	9	32	26	24	24
1	1	0	0	0	1	2	2	1	1	0	2	0	0	0	0	0	1	1	1	2
2	0	1	2	2	3	2	0	1	2	3	2	1	3	1	3	0	1	1	4	4
2	0	11	12	12	3	14	0	2	11	11	4	2	11	3	8	12	11	12	8	0
2	9	9	5	5	2	22	20	11	22	11	0	4	9	11	9	9	11	4	22	11
7	14	7	6	11	9	17	15	8	14	11	12	3	7	6	10	7	13	14	13	11
11	26	17	13	16	16	40	28	20	37	22	18	17	16	23	20	13	28	20	29	22
7	15	15	13	16	8	36	25	14	28	23	10	14	17	13	17	13	20	21	23	12
17	21	9	11	12	21	37	20	22	30	13	26	20	10	22	12	7	12	14	16	20
14	21	12	13	14	19	41	25	22	32	21	16	22	14	17	18	9	23	16	33	20
13	26	13	17	23	21	33	28	23	31	17	18	20	13	22	13	15	30	13	21	17
6	8	7	3	3	6	19	11	8	15	10	6	6	9	5	8	6	7	6	13	13
6	8	4	3	3	7	9	5	9	8	6	10	8	3	7	6	4	8	4	7	2
4	17	16	13	15	10	34	19	12	25	19	6	14	16	12	19	15	17	9	27	14
3	8	5	6	6	6	12	10	7	12	8	4	5	7	8	6	5	7	5	9	4
10	14	9	9	11	14	33	23	16	32	15	8	15	11	19	13	7	15	11	22	16
14	29	18	18	19	20	46	30	21	38	22	20	18	18	26	19	15	31	19	21	18
7	14	13	12	15	8	32	24	13	27	17	14	12	14	12	13	14	22	15	21	12
6	12	8	11	11	12	24	16	11	19	12	12	9	9	14	9	7	16	14	17	6
2	8	11	9	11	4	18	14	7	16	12	4	5	11	7	11	9	14	15	17	10
20	31	21	21	25	28	48	31	29	44	27	36	24	19	33	25	16	33	28	26	25
0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1
7	18	18	9	13	12	28	28	12	25	21	12	9	18	18	21	15	19	11	23	19
8	25	9	9	9	10	37	21	21	35	18	8	17	9	25	15	8	25	14	32	18
15	10	4	4	6	18	18	11	16	3	5	28	15	4	17	1	2	8	7	3	17
20	30	21	16	22	27	41	32	25	37	25	30	21	20	24	20	14	29	24	20	25
16	20	14	11	15	19	42	28	19	36	16	22	20	14	18	15	14	23	16	23	19
5	17	12	12	13	8	26	16	13	24	16	10	8	11	13	15	11	16	16	17	8
10	29	20	11	17	13	42	32	27	36	29	4	19	21	28	26	15	28	22	38	25
11	30	18	15	19	16	41	29	20	36	23	8	16	18	26	20	15	24	16	32	20
12	20	8	13	17	17	31	24	19	22	13	16	16	9	14	11	7	20	17	20	18
16	35	19	18	21	19	48	27	24	42	30	16	24	19	29	27	17	34	25	33	21
10	20	18	10	18	16	35	28	14	32	22	10	11	17	15	18	15	24	20	23	22
7	23	15	12	14	10	36	22	17	31	20	10	17	13	19	17	14	25	16	26	16
9	11	7	7	9	11	21	7	14	14	9	8	11	7	11	7	6	15	7	10	14
9	4	0	3	3	12	12	0	9	8	1	12	6	1	6	1	0	4	5	1	7
2	1	0	1	1	3	3	1	2	1	0	4	1	0	1	0	0	1	1	0	0
0	4	0	2	2	2	6	3	2	6	4	0	2	0	4	2	2	4	2	4	2
8	17	11	12	13	14	36	21	15	35	17	4	14	11	18	11	11	22	14	20	17
12	22	12	9	15	16	32	28	22	30	19	12	18	14	20	19	11	21	19	24	21
3	14	7	13	13	10	16	0	4	12	7	6	4	6	12	5	11	14	13	3	1
11	17	5	7	10	13	27	19	19	22	13	16	18	6	21	11	6	19	6	15	11
12	21	9	12	12	17	30	14	19	27	18	18	20	9	20	15	7	19	15	16	14
2	6	10	7	8	5	19	13	7	15	14	4	6	10	5	14	8	14	12	16	7
5	5	3	4	4	8	11	8	4	10	3	8	4	3	4	3	5	8	1	5	8
1	6	6	5	5	1	10	8	4	9	7	2	3	6	5	6	6	7	5	8	3
13	32	17	17	19	18	53	29	24	48	24	14	22	17	29	17	12	36	25	41	25
8	16	11	7	16	16	15	23	12	12	16	16	11	10	15	13	13	29	20	15	12
16	22	11	7	14	20	17	28	20	14	15	20	19	11	15	14	11	27	14	13	14
14	30	14	19	17	24	45	34	22	43	19	14	17	14	28	17	14	29	15	22	26
10	13	8	6	7	10	24	10	13	18	9	18	8	6	9	8	7	17	9	11	11
1	2	1	2	2	2	3	0	1	3	1	2	1	1	2	1	1	2	2	1	0
16	17	11	11	12	21	37	22	18	33	15	28	18	12	19	13	11	24	10	22	18
1	1	2	6	6	5	4	1	1	3	2	2	1	2	1	2	2	2	1	1	4
20	41	25	32	34	29	58	24	35	39	32	34	29	24	31	23	19	52	30	25	16
17	22	12	15	18	26	46	31	24	40	19	28	20	14	28	18	11	31	11	20	25
14	19	5	7	9	18	37	24	20	29	11	22	15	5	17	10	4	23	13	17	16
14	35	19	20	25	19	53	26	27	47	32	8	32	19	35	30	16	40	29	37	12
8	23	16	12	16	12	22	17	18	16	20	16	19	17	18	17	17	24	10	22	16
12	21	11	16	15	18	30	19	17	26	14	18	15	10	18	9	8	20	11	11	19
24	25	11	12	15	30	38	26	31	36	15	42	16	11	22	14	9	12	12	21	41
6	7	2	6	6	10	10	4	7	9	4	8	5	4	7	4	2	7	2	5	6
7	24	15	16	18	10	43	21	21	37	25	8	20	15	25	19	12	30	15	29	13
13	22	10	17	21	22	38	25	16	26	13	18	15	12	21	9	9	16	18	10	9
14	18	11	14	18	21	35	21	16	32	16	22	16	12	21	15	9	20	15	18	11
6	23	13	15	18	13	33	21	15	28	20	6	14	14	21	17	9	24	21	21	10
2	2	1	3	4	5	2	2	1	1	4	4	2	3	0	4	1	1	1	3	8
3	5	2	4	6	5	8	8	3	5	2	6	4	2	3	2	2	4	3	5	7
13	10	2	4	6	16	14	9	14	11	2	24	12	1	11	2	1	6	3	3	13
16	21	8	8	11	21	34	18	20	30	11	22	19	10	23	11	8	17	15	16	12
8	25	17	19	23	15	44	36	20	40	26	8	19	18	24	23	15	31	25	36	22
9	8	1	3	6	11	10	0	9	8	5	10	8	1	6	4	1	7	5	4	9
10	17	10	12	13	13	23	11	17	21	14	10	16	10	19	14	10	20	13	14	8
0	1	1	1	1	1	2	2	0	1	1	0	0	1	0	0	0	1	1	1	1
7	9	8	8	8	9	17	8	8	15	9	12	7	8	8	7	7	9	8	7	12
22	16	11	14	16	26	43	30	25	37	14	32	19	10	18	11	9	22	15	21	24
10	25	25	25	28	15	43	31	17	33	27	16	17	22	24	20	20	35	35	24	12
7	17	9	9	9	9	27	14	15	24	15	2	12	9	14	12	7	17	7	17	10
2	1	0	1	1	3	3	0	2	2	0	4	2	0	1	0	0	1	1	0	0
8	14	9	14	15	14	24	12	11	18	12	6	11	9	15	8	8	18	12	8	8
0	14	11	11	14	17	15	15	19	21	14	14	11	13	12	19	10	13	9	21	28
2	2	2	2	3	3	6	2	2	3	4	2	4	3	2	2	2	3	2	4	3
14	23	13	14	16	17	42	14	26	32	23	16	21	13	22	14	12	24	15	25	12
2	5	0	3	3	5	7	2	4	5	3	2	4	0	5	2	3	5	3	2	3
14	24	14	13	17	18	39	27	20	29	23	10	22	17	21	16	12	28	21	29	20
0	1	3	3	3	1	4	2	0	4	3	0	0	3	1	3	3	1	2	3	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	5	2	1	3	2	7	5	4	5	5	4	5	2	3	5	2	5	3	6	3
8	12	2	1	4	11	16	14	13	13	9	8	11	3	13	7	1	14	10	13	13
13	27	13	10	13	15	41	26	26	30	26	14	25	15	20	22	12	21	21	33	23
7	33	20	15	17	10	45	29	22	42	30	6	17	20	30	27	18	31	20	40	15
20	30	16	19	27	26	41	19	23	32	22	26	24	16	25	17	15	31	17	14	18
11	14	4	9	8	17	26	18	13	24	6	20	13	6	18	5	4	12	7	12	15
6	7	13	13	14	11	29	27	8	23	19	8	7	16	9	17	12	13	7	29	22
4	18	8	10	11	9	30	19	12	27	14	6	10	8	15	14	4	19	14	20	11
10	7	2	5	5	13	13	4	10	10	2	16	8	2	8	1	2	4	2	2	11
7	11	5	8	9	10	12	6	7	7	7	14	7	5	6	4	4	7	7	2	10
6	18	8	6	7	8	25	13	18	24	16	4	14	9	19	16	8	14	10	21	9
9	21	20	17	20	15	42	27	18	37	24	10	16	20	20	19	21	26	20	28	24
1	4	4	5	5	4	9	7	2	7	5	2	1	4	4	3	3	4	2	5	3
16	11	5	7	6	19	24	15	20	16	6	26	15	5	15	5	2	7	6	7	21
13	24	14	17	23	19	39	29	24	31	20	22	23	13	22	19	13	16	18	23	21
10	20	20	14	22	15	29	29	19	20	24	16	18	18	18	21	17	31	16	24	14
2	15	11	9	9	5	18	15	11	18	13	2	4	11	15	13	10	15	9	18	4
15	18	12	4	10	19	17	23	22	12	15	18	21	12	18	14	11	19	10	17	17
